email,nome_azienda,referente_nome,referente_cognome,stelle,categoria,indirizzo,cap,citta,provincia,regione,telefono,sito
info@bbmilanoduomo.it,Milano Duomo,,,,B&B,"via torino 46, 20123",,,,,347 77 96 170,http://www.bbmilanoduomo.it/
info@bedinmilano.com,Bed&Bed Milano,,,,B&B,"Via G. Ripamonti 126, 20141",,,,,02/5394216,http://www.bedinmilano.com/
info@ladolcevite.net,La Dolce Vite,,,,B&B,V. C. DI RIENZO 39,,,,,02 48952808,http://www.bedandbreakfastmilanonavigli.it
welcome@romeohotel.it,Hotel Romeo,,,5,,Via Cristoforo Colombo 45 - 80133 Napoli,,,,,21.09.00,http://www.romeohotel.it
info@grandhotelparkers.it,Grand Hotels Parkers,,,5,☆☆☆☆☆L,Corso Vittorio Emanuele 135,,NAPOLI,NA,Campania,081 7612474,http://grandhotelparkers.it/
info@vesuvio.it,Grand Hotel Vesuvio,,,5,☆☆☆☆☆L,Via Partenope 45,,NAPOLI,NA,Campania,081 7640044,http://www.vesuvio.it
info@hotelcapolagala.com,Hotel Capo La Gala,,,5,,Via Luigi Serio 8,,VICO EQUENSE,NA,Campania,081 801 5757,http://www.hotelcapolagala.com
info@santalucia.it,Grand Hotel Santa Lucia,,,4,,Via Partenope 46 - 80121,,,,,081 764 06 66,http://www.santalucia.it/
reservation@royalgroup.it,Royal Continental,,,4,,"Via Chiatamone 53/c, 80121 Napoli",,,,,20.18.00,http://www.royalgroup.it
info@artresortgalleriaumberto.it,Art Resort Galleria Umberto,,,,83,Galleria Umberto I 83,,NAPOLI,NA,Campania,,
info@palazzoalabardieri.it,Palazzo Alabardieri,,,,Chiaia,Via Alabardieri 38,,NAPOLI,NA,Campania,,
info@hotelcimarosa.it,",☆☆☆,Via Cimarosa 29",,,,Vomero,"80127 ,10.40.00,info@hotelcimarosa.it,http://www.hotelcimarosa.it/it/,",,,,,,
hotelcasanova@fastwebnet.it,",☆☆,Via Venezia 2 cap 80142 Napoli,081 268287,hotelcasanova@fastwebnet.it",,,,,,,,,,,
info@hotelzara.it,",☆☆,Via Firenze 81 cap 80142 Napoli,81287125,Info@hotelzara.it",,,,,,,,,,,
info@hotelleorchidee.it,",☆☆,Corso Umberto I°",,,,,,,,,,,
ifo@hoteleuropeonapoli.com,Sea Hotels,,,2,,"Via Mezzocannone 109/c, 80134",,,,,081 5517254,
hotelduomo@libero.it,Hotel Duomo,,,1,,Via Duomo 228,,,,,81265988,http://www.hotelduomonapoli.it/
excelsior@leohotels.it,Grand Hotel Excelsior,,,,,Via Emanuele Gianturco 19,,ISCHIA,NA,Campania,,
info@hotelvittorio.com,Hotel Vittorio Beach Resort,,,3,,VIA MARONTI 71 C.P 103 80070-BARANO D'ISCHIA(NA),,,,,.081990079,http://www.hotelvittorio.com
info@albergodamaria.it,Hotel Ristorante da Maria,,,2,,Via Vecchia Cartaromana 79,,ISCHIA,NA,Campania,081 993275,http://www.hotelristorantedamariaischia.com
info@locandasulmare.it,Albergo Locanda sul mare,,,1,,Via Iasolino n.80 - 80077 Ischia (NA),,,,,19.06.00,http://www.locandasulmare.it/
info@chialagunaresort.com,",☆☆☆☆☆, Viale Belvedere",,,,Località Chia,"09010 Domus de Maria Cagliari , 070 92391 ,info@chialagunaresort.com,http://www.chialagunaresort.com/#,",,,,,,
info@hotelabidoru.it,",☆☆☆☆☆,Località Golfo di Marinella 07026 OLBIA (OT,0789 309019,info@hotelabidoru.it",,,,,,,,,,,
info@eabianca.it,",☆☆☆☆☆,Cala dei Ginepri – Baja Sardinia,0789 974311,info@eabianca.it,http://www.eabianca.it/,",,,,,,,,,,,
info@hotelvillalastronas.it,Villa Las Tronas,,,,,Lungomare Valencia 1,,ALGHERO,SS,Sardegna,,
hotel@poltuquatu.com,",☆☆☆☆☆, località Poltu Quatu",,,,,,,,,,,
info@simiusplaya.com,Simius Playa,,,,,Via del Mare,,VILLASIMIUS,CA,Sardegna,,
info@hotelgabbianoazzurro.com,Gabbiano Azzurro,,,,,Via dei Gabbiani,,GOLFO ARANCI,OT,Sardegna,,
reservations@tancauvillage.com,",☆☆☆,Via Dei Pini",,,,Tancau,"08040 Lotzorai, (0782) 615033,reservations@tancauvillage.com,http://www.tancauvillage.com,",,,,,,
hotelondamirina@virgilio.it,"0784/865408 ,hotelondamirina@virgilio.it,http://www.hotelondamarina.it,",,,,,,,,,,,
sabbiedoro@tiscali.it,",☆☆,Loc. Sabbie D'Oro",,,,,,,,,,,
info@satancaebore.it,Sa Tanca e'Bore,,,,,"Strada Statale 125 Km. 2,00",,SINISCOLA,NU,Sardegna,,
info@hotelmiragesardinia.com,",☆☆,Loc. Capo Testa",,,,,,,,,,,
info@grandhotelwagner.it,Grand Hotel Wagner Palermo,,,5,,Via Wagner 2,,PALERMO,PA,Sicilia,091 336572,
info@therasiaresort.it,Therasia Resort Sea & Spa,,,5,,Località Vulcanello,,LIPARI - VULCANO,ME,Sicilia,090 9852555,
info@theashbeehotel.com,The Ashbee,,,4,,Viale San Pancrazio n.46 98039 Taormina,,,,,0942 23537,
topinfo@borgopantano.it,Hotel Borgo Pantano,,,4,,"Traversa Cozzo Pantano (fiume Ciane), 96100 SIRACUSA",,,,,0931 721993,
hotel@laterradeisogni.com,",095 64 17 25,hotel@laterradeisogni.com,,http://www.laterradeisogni.com/",,,,,,,,,,,
info@puntanordest.com,Hotel Punta Nord Est,,,3,,"Viale Leonardo Da Vinci, 67 - 91014 Castellammare del Golfo (TP)",,,,,16.31.00,
info@albergovictoria.it,Hotel Victoria,,,2,,Via corso umberto n°81,,,,,0942.23372,
info@hoteldiana-ustica.com,Hotel Restaurant Diana,,,2,,C.da San Paolo - Ustica (PA),,,,,091 8449109,
info@hotelsungardenhotel.com,Sun Garden,,,1,,Via Mazzini 19 91010 San Vito Lo Capo (TP),,,,,923 972785,
info@villastoriataormina.com,Villa Astoria,,,1,,Via luigi pirandello 38 Taormina,,,,,21.03.00,
info@hotelconcordiapalermo.it,Hotel Concordia,,,1,,Via Roma n. 92 - 90139 PALERMO,,,,,091 6169062,
info@hotelpiazza.it,Hotel La Piazza,,,4,,Via San Pietro,,LIPARI - PANAREA,ME,Sicilia,090-983154,http://www.hotelpiazza.it
info@hotelsignum.it,Hotel Signum,,,4,,"Via Scalo, 15 - 98050 Malfa Salina - Isole Eolie",,,,,090 9844222,http://www.hotelsignum.it
prenotazioni@eroshotel.it,Hotel Eros,,,4,,"64, V. Porto Levante, 98050 Vulcano",,,,,15.05.00,http://www.eroshotel.it
info@hotelravesi.it,Hotel Ravesi,,,3,,"Via Roma, 66 - Malfa - Salina - Isole Eolie",,,,,090 9844385,http://www.hotelravesi.it
info@valdilucesparesort.it,Val di Luce Spa Resort,,,4,,Via Val di Luce 51021 Val di Luce Abetone (PT),,,,,0573 60961,http://www.valdilucesparesort.it/it/index.php
info@albergobucaneve.com,Albergo Bucaneve,,,3,,Via giardini 13 Pievepelago,,,,,0536 71383,http://www.albergobucaneve.com/
info@residencelariva.it,Residence La Riva,,,3,,"Via Brennero, 407 - Abetone",,,,,0573 607092,http://www.residencelariva.it/
info@hotelolimpicsestola.it,Hotekl Olimpic,,,3,,Sestola,,,,,0536 60719,http://www.hotelolimpicsestola.it/ita/
parkhotelfanano@libero.it,Nuovo Park Hotel,,,3,,Campo del Lungo Fanano MO,,,,,0536 69214,http://www.parkhotelfanano.com/
ristorante@gabriella.it,Gabriella Albergo e Ristorante,,,2,,Piazza dei Falchi 135,,FANANO - CANEVARE,MO,Emilia-Romagna,0536 68028,http://www.gabriella.it/static/ristorante.html
borromees@borromees.it,Grand Hotel Des Iles Borromees,,,5,☆☆☆☆☆L,Corso Umberto I 67,,STRESA,VB,Piemonte,0323 93 89 38,http://www.borromees.it/v3/
info@cristallo.it,Cristallo Hotel Spa & Golf,,,5,,Via Menardi 42,,CORTINA D'AMPEZZO,BL,Piemonte,0436 881111,http://www.cristallo.it
info@urbanhotel.it,Urban Hotel Design,,,4,,Località Androna Chiusa 4,,TRIESTE,TS,Friuli-Venezia Giulia,040 302065,http://www.urbanhotel.it
info@bagnidibormio.it,Hotel Bagni di Bormio,,,4,,Località Bagno Vecchi,,VALDIDENTRO,SO,Lombardia,342 910131,http://www.bagnidibormio.it/
info@vallechiarabormio.it,Hotel Vallechiara,,,3,,,,,,,0342 904381,http://www.vallechiarabormio.it/
hotel@alpina.it,Hotel Alpina,,,3,3,Via Sfulmini 5,,PINZOLO - MADONNA DI CAMPIGLIO,TN,Trentino-Alto Adige,0465 441075,http://www.pinzolo.it/hotelalpina/hotel.htm
info@triestehotelcentrale.com,Hotel Centrale,,,2,,"Via Amilcare Ponchielli 1, 34122 Trieste",,,,,040 639 482,http://www.triestehotelcentrale.com/index-4.html
info@loscoiattoloelanoce.it,Lo Scoiattolo e la Noce,,,,B&B,"Via per Gignese 6, 28830 Stresa",,,,,339 2281666,http://www.loscoiattoloelanoce.it
info@hotelmontegenevris.it,Hotel Monte Genevris,,,2,,"Via V. Assietta 12, 10050 Sauze D'Oux",,,,,122858086,http://www.hotelmontegenevris.it/index.html
info@tenutasantilario.it,Tenuta Sant'Ilario,,,,Agriturismo,,,,,,0571/698195,http://www.tenutasantilario.it
info@agriturismoginestra.it,La Ginestra,,,,Agriturismo,,,,,,3343116480,http://www.agriturismoginestra.it
info@lescopaie.com,Borgo Le Scopaie,,,,Affitto per vacanze,,,,,,338 4520441,http://www.lescopaie.com
info@agriturismogufo.it,Il Gufo,,,,Agriturismo,,,,,,347.0599159,http://www.agriturismogufo.it/
sienaintuscany@yahoo.it,Borgo Lozzi,,,,Agriturismo,,,,,,0577 51086,http://www.borgolozzi.it/
info@agriturismofattorialatorre.com,Fattoria La Torre,,,,Agriturismo,,,,,,055869106,http://www.agriturismofattorialatorre.com/
info@casadidante.it,Casa di Dante,,,,B&B,,,,,,055.218132,http://www.casadidante.it
info@florenceoldbridge.com,Florence Old Bridge,,,,B&B,,,,,,055 265 4262,http://www.florenceoldbridge.com/
info@hoteligea.it,,,,,,,,,,,,
info@hotelm14.it,,,,,,,,,,,,
info@hotelmilano-padova.it,Milano,,,,,Via Pilade Bronzetti 62,,PADOVA,PD,Veneto,,
info@hotelpatavium.it,,,,,,,,,,,,
info@hotelalcason.com,Al Cason,,,,,Via Frà Paolo Sarpi 40,,PADOVA,PD,Veneto,,
info@hoteldonatello.net,Donatello,,,,,Via del Santo 102,,PADOVA,PD,Veneto,,
info@lecampspa.com,,,,,,,,,,,,
info@alfagiano.com,,,,,,,,,,,,
galileo.pd@bestwestern.it,,,,,,,,,,,,
nhmantegna@nh-hotels.com,Mantegna,,,,,Via Niccolò Tommaseo 61,,PADOVA,PD,Veneto,,
info@hotelcorsopadova.it,Corso,,,,,Corso del Popolo 2,,PADOVA,PD,Veneto,,
info@cppadova.it,,,,,,,,,,,,
majestic@toscanelli.com,Majestic Hotel Toscanelli,,,,,Via dell'Arco 2,,PADOVA,PD,Veneto,,
info@albergoverdipadova.it,Verdi,,,,,Via Dondi dell'Orologio 7,,PADOVA,PD,Veneto,,
booking@hotelgranditalia.it,,,,,,,,,,,,
info@diamantino.it,,,,,,,,,,,,
info@hotelaccademiaverona.it,,,,,,,,,,,,
booking@grandhotel.vr.it,,,,,,,,,,,,
info@roseohotelleondoro.com,,,,,,,,,,,,
info@veronahoteleuropa.com,,,,,,,,,,,,
info@operarelais.it,,,,,,,,,,,,
gcanossa@libero.it,,,,,,,,,,,,
info@hotelgiberti.it,Giberti,,,,,Via Giberti 7,,VERONA,VR,Veneto,,
info@hotelippopotamo.it,,,,,,,,,,,,
info@colombahotel.com,Colomba d'Oro,,,,,Via Carlo Cattaneo 10,,VERONA,VR,Veneto,,
info@bedandbreakfastborsari.it,,,,,,,,,,,,
info@hotelsanpietroverona.it,San Pietro,,,,,Via Santa Teresa 1,,VERONA,VR,Veneto,,
armando.vr@bestwestern.it,,,,,,,,,,,,
info@hotelmilano-vr.it,Milano,,,,,Vicolo Tre Marchetti 11,,VERONA,VR,Veneto,,
info@hotelscalzi.it,hotel scalzi,,,,,,,verona,VR,Veneto,,
capuleti.vr@bestwestern.it,,,,,,,,,,,,
maxim@maximverona.it,Maxim,,,,,Via Belviglieri 42,,VERONA,VR,Veneto,,
info@novohotelrossi.it,Novo Hotel Rossi,,,,,Via delle Coste 2,,VERONA,VR,Veneto,,
info@hotelmarcopoloverona.it,,,,,,,,,,,,
info@relais900.it,,,,,,,,,,,,
info@relaisristori.it,,,,,,,,,,,,
info@residenceanticosanzeno.it,,,,,,,,,,,,
info@sanlucahotel.com,San Luca,,,,,Vicolo Volto San Luca 8,,VERONA,VR,Veneto,,
info@relais-abbazia.it,,,,,,,,,,,,
informazioni@sanmattia.it,,,,,,,,,,,,
firenze.vr@bestwestern.it,,,,,,,,,,,,
info@frlalorenzo.com,,,,,,,,,,,,
info@anticaportaleona.com,,,,,,,,,,,,
info@residencevillamainard.com,,,,,,,,,,,,
info@delserverona.com,,,,,,,,,,,,
booking@gboutiquehotel.com,,,,,,,,,,,,
info@key-hotel.it,,,,,,,,,,,,
info@relaissantacorona.it,,,,,,,,,,,,
info@alfafierahotel.it,Alfa Fiera Hotel,,,,,Via dell'Oreficeria 50,,VICENZA,VI,Veneto,,
info@hoteldoge-vi.it,Doge,,,,,Via Lamarmora 20/22,,VICENZA,VI,Veneto,,
info@hoteldelavillevicenza.com,,,,,,,,,,,,
info@hoteladele.com,,,,,,,,,,,,
info@hotelcristinavicenza.it,Cristina,,,,,Corso San Felice 32,,VICENZA,VI,Veneto,,
info@hoteldaporto.com,Da Porto,,,,,Viale del Sole 142,,VICENZA,VI,Veneto,,
info@hotelscala.it,,,,,,,,,,,,
info@hotelalfogher.it,,,,,,,,,,,,
info@ilfocolarehotel.com,,,,,,,,,,,,
info@hotelcarlton.it,Carlton,,,,,Largo Porta Altinia 15,,TREVISO,TV,Veneto,,
info@lagarehotelvenezia.it,,,,,,,,,,,,
info@hotelalsoffiador.com,,,,,,,,,,,,
info@venicehotel.it,,,,,,,,,,,,
info@hotelvecellio.com,Vecellio,,,,,Sestiere Cannaregio 5039/B,,VENEZIA,VE,Veneto,,
info@ilghebo.it,Il Ghebo,,,,,Via Fausta 41,,CAVALLINO - TREPORTI - PUNTA SABBIONI,VE,Veneto,,
valdor@iol.it,,,,,,,,,,,,
astromare@mar-hotels.com,,,,,,,,,,,,
new@mar-hotels.com,,,,,,,,,,,,
info@hotelstorione.it,Storione,,,,,Via Levantina 305,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@wallyhotel.com,Wally,,,,,Piazza Trento 14,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelmarcopolo.it,Marco Polo,,,,,Via Andrea Bafile 113,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelute.com,,,,,,,,,,,,
hotel.niagara@rivellashotels.com,,,,,,,,,,,,
info@hotelsolemare.com,Solemare,,,,,Via Andrea Bafile III a.m. 4,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelirisjesolo.com,,,,,,,,,,,,
info@hoteldianajesolo.it,Diana,,,,,Via Andrea Bafile 203,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
hotel@crocedimalta.info,Croce di Malta,,,,,Via Altinate VI a.m. 2,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotel-bellariva.com,Bellariva,,,,,Via Andrea Bafile XI a.m. 8,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@lasvegasjesolohotel.it,,,,,,,,,,,,
info@monrepos.it,Mon Repos,,,,,Via Altinate IV a.m. 4,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@balihotel.it,,,,,,,,,,,,
info@aparthotelsheila.net,,,,,,,,,,,,
info@hotel-labrezza.it,La Brezza,,,,,Via Altinate 16/18,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelmirafiori.com,,,,,,,,,,,,
info@vidimiramare.com,Vidi Miramare & Delfino,,,,,Viale Venezia 7,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@coloradojesolo.com,,,,,,,,,,,,
info@hotelanthony.it,Anthony,,,,,Via Padova 25,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelcondor.it,Condor,,,,,Via Padova 35,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelcesareaugustus.com,,,,,,,,,,,,
info@hbjesolo.it,Bellevue,,,,,Via Oriente 100,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
antony@antonyhotel.it,Antony Hotel,,,,,Via Orlanda 182,,VENEZIA - MESTRE,VE,Veneto,,
info@hotelplazavenice.com,Hotel Plaza,,,,,Viale Stazione 36,,VENEZIA - MESTRE,VE,Veneto,,
info@hotelvivit.com,,,,,,,,,,,,
info@ambasciatahotel.com,Ambasciata,,,,,Via Fagarè 19,,VENEZIA - MESTRE,VE,Veneto,,
info@hoteltritonevenice.com,,,,,,,,,,,,
info@aipini.it,Ai Pini Park Hotel,,,,,Via Miranese 176,,VENEZIA - MESTRE,VE,Veneto,,
info@cadeibarcaroli.com,,,,,,,,,,,,
info@hotelmichelangelo.net,Hotel Michelangelo,,,,,Via Forte Marghera 69,,VENEZIA - MESTRE,VE,Veneto,,
info@sancarlovenice.com,,,,,,,,,,,,
booking@hotelalveri.com,,,,,,,,,,,,
htlcarli@libero.it,,,,,,,,,,,,
hotelguidi@libero.it,,,,,,,,,,,,
info@locandadisanmartino.it,Locanda di San Martino,,,,,Via Fiorentini 71,,MATERA,MT,Basilicata,,
info@caveosohotel.com,Caveoso,,,,,Piazza San Pietro Caveoso - Rione Pianelle 26,,MATERA,MT,Basilicata,,
info@hotelridolamatera.it,,,,,,,,,,,,
info@basilianihotel.com,,,,,,,,,,,,
info@palacehotel-matera.it,Palace Hotel,,,,,Piazza Michele Bianco 12,,MATERA,MT,Basilicata,,
info@hoteldelcampo.it,Del Campo,,,,,Via Lucrezio-ang. Via Gravina,,MATERA,MT,Basilicata,,
info@residencesanpietrobarisano.it,,,,,,,,,,,,
info@hotelcavedelsole.it,,,,,,,,,,,,
info@hotelsantangelosassi.it,Sant'Angelo,,,,,Piazza San Pietro Caveoso,,MATERA,MT,Basilicata,,
info@ledodicilune.it,,,,,,,,,,,,
info@lacasadilucio.it,,,,,,,,,,,,
latana@tiscali.it,,,,,,,,,,,,
info@mondomaratea.it,,,,,,,,,,,,
info@hotelmartino.net,Hotel Martino,Antonio,Martino,,,,,Maratea,PZ,Basilicata,,
info@ambassadorpalacehotel.it,Ambassador Palace Hotel,,,,,Via Giosuè Carducci 46,,UDINE,UD,Friuli-Venezia Giulia,,
major@hotel-major.it,,,,,,,,,,,,
info@residenceleterrazzetrieste.it,,,,,,,,,,,,
info@residenceliberty.it,,,,,,,,,,,,
info@hotelinternational.it,International,,,,,Lungomare Trieste 134/B-Località Sabbiadoro,,LIGNANO SABBIADORO,UD,Friuli-Venezia Giulia,,
info@residenceapriliagrado.it,,,,,,,,,,,,
info@residencesangiusto.it,,,,,,,,,,,,
info@hotelhannover.com,,,,,,,,,,,,
info@hotel-oasi.it,,,,,,,,,,,,
info@continentalehotel.com,Hotel Continentale,,,,,Via San Nicolò 25,,TRIESTE,TS,Friuli-Venezia Giulia,,
info@hotelgreif.it,,,,,,,,,,,,
info@hungariagrado.it,,,,,,,,,,,,
info@hotelrexlignano.it,,,,,,,,,,,,
info@hotelpresidentlignano.com,,,,,,,,,,,,
info@palacesuite.com,,,,,,,,,,,,
info@hotel-american.it,,,,,,,,,,,,
info@house5.it,,,,,,,,,,,,
info@hotel-eros.it,,,,,,,,,,,,
booking@hotelalcigno.it,,,,,,,,,,,,
info@hotelmeridianus.it,Meridianus,,,,,Viale della Musica 1-Località Riviera,,LIGNANO SABBIADORO,UD,Friuli-Venezia Giulia,,
info@hotelexpressaosta.it,,,,,,,,,,,,
info@htl-europa.com,Europa,,,,NO,Via C. Pellissier 2,,VALTOURNENCHE - BREUIL,AO,Valle d'Aosta,,
hotelplanibel@th-resorts.com,,,,,,,,,,,,
info@hotelgmurailles.com,Grandes Murailles,,,3,3,Via Roma 78,,VALTOURNENCHE - PAQUIER,AO,Valle d'Aosta,,http://www.hotelgmurailles.com
info@hoteltriolet.com,Triolet,,,3,3,Strada Regionale 63,,COURMAYEUR,AO,Valle d'Aosta,,http://www.hoteltriolet.com/
info@hotelsaintpierre.it,Saint Pierre,,,,NO,Via Corrado Gex 61,,SAINT-PIERRE,AO,Valle d'Aosta,,
info@hotelastoriacourmayeur.com,Astoria,,,3,2,Frazione La Palud 23,,COURMAYEUR - LA PALUD,AO,Valle d'Aosta,,http://www.hotelastoriacourmayeur.com
info@residenzaportaguelfa.com,,,,,,,,,,,,
info@hotelsorellaluna.it,,,,,,,,,,,,
info@hotelportanuova.it,Porta Nuova,,,,,Viale Umberto I 21,,ASSISI,PG,Umbria,,
info@hotelalexanderassisi.it,,,,,,,,,,,,
info@fontebella.com,,,,,,,,,,,,
info@delfinapalacehotel.it,,,,,,,,,,,,
larosetta@perugiaonline.com,La Rosetta,,,,,Piazza Italia 19,,PERUGIA,PG,Umbria,,
reception@nunassisi.com,,,,,,,,,,,,
info@relaisbettona.com,,,,,,,,,,,,
info@hotelexeperusia.com,,,,,,,,,,,,
info@hotelminervaassisi.com,,,,,,,,,,,,
info@hotelilpalazzo.it,Il Palazzo,,,,,Via San Francesco 8,,ASSISI,PG,Umbria,,
info@dalmorogalleryhotel.com,Dal Moro Gallery Hotel,,,,,Via Becchetti 2,,ASSISI - SANTA MARIA DEGLI ANGELI,PG,Umbria,,
info@hoteldeipriori.it,,,,,,,,,,,,
info@albergoilportonaccio.it,,,,,,,,,,,,
fortuna@umbriahotels.com,Hotel Fortuna,,,,,Via Bonazzi 19,,PERUGIA,PG,Umbria,,
etruscan@chocohotel.it,Etruscan Chocohotel,,,,,Via Campo di Marte 134,,PERUGIA,PG,Umbria,,
info@villadeiplatani.com,Villa dei Platani,,,,,Viale Mezzetti 29,,FOLIGNO,PG,Umbria,,
hotelcampiglione@hotmail.it,,,,,,,,,,,,
info@hotelproperzioassisi.it,,,,,,,,,,,,
hotel.priori@gmail.com,,,,,,,,,,,,
info@ilroseto.com,,,,,,,,,,,,
info@hotelastorperugia.it,,,,,,,,,,,,
info@hotelgiottoassisi.it,,,,,,,,,,,,
info@hotelilgo.com,Ilgo Hotel,,,,,Via Agostino Di Duccio 1/b,,PERUGIA,PG,Umbria,,
info@grifonehotel.com,Grifone,,,,,Via Silvio Pellico 1,,PERUGIA,PG,Umbria,,
reservationsbru@sinahotels.com,,,,,,,,,,,,
info@agriturismomandriesanpaolo.it,,,,,,,,,,,,
info@apicehotels.it,,,,,,,,,,,,
info@perugiacentrocongressi.it,,,,,,,,,,,,
info@brigantinohotel.it,Hotel Ristorante Il Brigantino,,,,,Via Ludovico Scarfiotti 10/12,,PORTO RECANATI,MC,Marche,,
info@poggiofioritoassisi.com,,,,,,,,,,,,
hotel@hoteldeiduchi.com,Dei Duchi,,,,,Via Matteotti 4,,SPOLETO,PG,Umbria,,
info@hotelcavaliere.eu,,,,,,,,,,,,
info@vallediassisi.com,,,,,,,,,,,,
email@bbalbornoz.com,,,,,,,,,,,,
sanluca@hotelsanluca.com,San Luca,,,,,Via Interna delle Mura 21,,SPOLETO,PG,Umbria,,
reception@relais.it,,,,,,,,,,,,
info@torre-sangiovanni.it,,,,,,,,,,,,
info@orvietohotelduomo.com,,,,,,,,,,,,
info@hotelcharleston.it,Charleston,,,,,Piazza Collicola 10,,SPOLETO,PG,Umbria,,
info@inncasa.eu,,,,,,,,,,,,
info@pietracampana.com,,,,,,,,,,,,
info@hotelaquilabianca.it,,,,,,,,,,,,
info@classichotelterni.com,,,,,,,,,,,,
info@hoteloasideidiscepoli.it,,,,,,,,,,,,
info@valentinohotel.com,Valentino,,,,,Via Angelo da Orvieto 32,,ORVIETO,TR,Umbria,,
relais@relaisilcanalicchio.it,Relais il Canalicchio,,,,,Via della Piazza 4,,COLLAZZONE - CANALICCHIO,PG,Umbria,,
booking@orvietohotelvirgilio.com,,,,,,,,,,,,
info@michelangelohotelumbria.it,Michelangelo Palace,,,,,Via della Stazione 63,,TERNI,TR,Umbria,,
hotelita@libero.it,Grand Hotel Italia,,,,,Piazza del Popolo 13,,ORVIETO,TR,Umbria,,
info@borgobrufa.it,,,,,,,,,,,,
info@terraumbra.it,Terra Umbra,,,,,S.P. Maratta Bassa 61-Voc. Rosciano,,NARNI,TR,Umbria,,
letreisole@tin.it,Le Tre Isole,,,,,Strada della Santocchia 1,,MAGIONE - SAN FELICIANO,PG,Umbria,,
info@agriturismolapone.it,,,,,,,,,,,,
hotel.miralago@tin.it,,,,,,,,,,,,
info@hotelidealpark.it,Ideal,,,,,Via Kennedy 233,,LAIVES,BZ,Trentino-Alto Adige,,
office@ganischgerhof.com,Ganischgerhof,,,,,Frazione Rio Nero 22,,NOVA PONENTE - RIO NERO,BZ,Trentino-Alto Adige,,
info@magdalenerhof.it,,,,,,,,,,,,
info@hotel-luna.it,Park Hotel Luna - Mondschein,,,,,Via Piave 15,,BOLZANO,BZ,Trentino-Alto Adige,,
info@hotelcitta.info,Città - Stadthotel,,,,,Piazza Walther 21,,BOLZANO,BZ,Trentino-Alto Adige,,
info@scalahot.com,Scala,,,,,Via Brennero 11,,BOLZANO,BZ,Trentino-Alto Adige,,
info@laurin.it,Park Hotel Laurin,,,,,Via Laurin 4,,BOLZANO,BZ,Trentino-Alto Adige,,
info@hotelelefant.it,Elefant,,,,,Piazza Principale 45,,ORA,BZ,Trentino-Alto Adige,,
info@trentinoresidences.it,Princess,,,,NO,Strada De Treve 12,,CANAZEI,TN,Trentino-Alto Adige,,
info@hotel-villadibosco.com,,,,,,,,,,,,
info@napurahotel.it,,,,,,,,,,,,
info@spinalehotelcampiglio.it,,,,,,,,,,,,
info@cristalpalacecampiglio.it,,,,,,,,,,,,
info@hotelreginabz.it,Regina Angelorum,,,,,Via Renon 1,,BOLZANO,BZ,Trentino-Alto Adige,,
villagroff@rolmail.net,Villa Groff,,,,,Via Stazione 80,,ORA,BZ,Trentino-Alto Adige,,
info@residencehotel.it,Aritz Residence Hotel,,,,NO,Via Pent de Sera 34,,CAMPITELLO DI FASSA,TN,Trentino-Alto Adige,,
info@ancora.it,Ancora,,,,NO,Via IX Novembre 1,,PREDAZZO,TN,Trentino-Alto Adige,,
info@hoteleverest.it,Everest,,,,NO,Corso Alpini 14,,TRENTO,TN,Trentino-Alto Adige,,
info@villafontana.it,Villa Fontana,,,,NO,Via F.lli Fontana 11,,TRENTO,TN,Trentino-Alto Adige,,
info@montepana.it,Sporthotel Monte Pana,,,,,Monte Pana 45,,SANTA CRISTINA VALGARDENA,BZ,Trentino-Alto Adige,,
info@hotel-waldsee.com,Waldsee,,,,,Via Laghetto 28,,FIE' ALLO SCILIAR,BZ,Trentino-Alto Adige,,
info@brunelappartamenti.it,,,,,,,,,,,,
sales@grandhoteltrento.com,,,,,,,,,,,,
info@hoteldolasilla.com,,,,,,,,,,,,
info@hotelmontanara.com,Montanara,,,,NO,Via Indipendenza 110,,PREDAZZO,TN,Trentino-Alto Adige,,
info@hotelreginadolomiti.it,,,,,,,,,,,,
info@adigehotel.it,Adige,,,,NO,Via Pomeranos 10,,TRENTO - MATTARELLO,TN,Trentino-Alto Adige,,
info@plantitscherhof.com,,,,,,,,,,,,
hotelhb@tin.it,Buonconsiglio,,,,NO,Via Romagnosi 10/16,,TRENTO,TN,Trentino-Alto Adige,,
info@hotel-bellevue-meran.it,Bellevue,,,,,Corso Libertà 194,,MERANO,BZ,Trentino-Alto Adige,,
info@carpediemhotel.it,,,,,,,,,,,,
