REGIONE,categoria B,Azienda,Via,Città,Provincia,STELLE,sito,E-mail,Note
Lombardia,,Accursio,Viale Certosa 88,MILANO,MI,,,info@accursiohotel.it,
Lombardia,,Camin Hotel Luino,Viale Dante 35,LUINO,VA,,,caminlui@tin.it,
Lombardia,,Continental,Viale Dante Alighieri 3,LOVERE,BG,,,info@continentalhotel.org,
Lombardia,,Villa Bregana,Viale dei Carpini,CARNAGO,VA,,,hotel@villabregana.it,
Lombardia,,Ideale,Viale dei Mille 60,MILANO,MI,,,info@hotelidealemilano.it,
Lombardia,,Eden,Viale della Libertà 1,CASTEL D'ARIO,MN,,,info@edenhotelmantova.it,
Lombardia,,Jolly Hotel Igea,Viale della Stazione 15,BRESCIA,BS,,,brescia@jollyhotels.it,
Lombardia,,Atahotel Executive,Viale Don Luigi Sturzo 45,MILANO,MI,,,booking.executive@atahotels.it,
Lombardia,,Astoria,Viale Duca d'Aosta 14,BUSTO ARSIZIO,VA,,,hotelastoria@tin.it,
Lombardia,,Hotel Della Regione,Viale Elvezia 4,MONZA,MI,,,info@hoteldellaregione.it,
Lombardia,,Europa,Viale Europa 10,ROSATE,MI,,,info@hoteleuropamilano.it,
Lombardia,,Paradiso,Viale Europa 19,TREMOSINE,BS,,,info@terrazzadelbrivido.it,
Lombardia,,Una Hotel Brescia,Viale Europa 45,BRESCIA,BS,,,una.brescia@unahotels.it,
Lombardia,,Studios,Viale Europa 56,COLOGNO MONZESE,MI,,,studioshotel@milanhotel.com,
Lombardia,,Europa Motel,Viale Europa 6,PALAZZOLO SULL'OGLIO,BS,,,info@moteleuropa.it,
Lombardia,,Motel Peralba,Viale Europa 61,SARONNO,VA,,,info@hotelperalba.com,
Lombardia,,Top Hotel,Viale Europa 85,CUSAGO,MI,,,info@tophotel.it,
Lombardia,,Le Moran,Viale Europa 90,CUSAGO,MI,,,info@hotel-lemoran.com,
Lombardia,,Park Hotel,Viale F.lli Rosselli 20,COMO,CO,,,info@parkhotelcomo.it,
Lombardia,,Engadina,Viale Fratelli Rosselli 22,COMO,CO,,,hotelengadina@tiscali.it,
Lombardia,,Starhotel Tourist,Viale Fulvio Testi 300,MILANO,MI,,,tourist.mi@starhotels.it,
Lombardia,,Gama Hotel,Viale Gavazzi 53,MELZO,MI,,,reception@hotelgama.it,
Lombardia,,Garden,Viale Guglielmo Marconi 15/17,TOSCOLANO MADERNO,BS,,,garden_htl@libero.it,
Lombardia,,Europa,Viale Gusmini 3,CLUSONE,BG,,,info@htl-europa.it,
Lombardia,,Continental,Viale Innocenzo XI 15,COMO,CO,,,info.hc@continental-hotel.net,
Lombardia,,Grand Visconti Palace Hotel,Viale Isonzo 14,MILANO,MI,,,info@grandviscontipalace.com,
Lombardia,,Major,Viale Isonzo 2,MILANO,MI,,,hmajor@tin.it,
Lombardia,,Corona,Viale Italia 19,TIRANO,SO,,,corona@saintjane.it,
Lombardia,,Laurin,Viale Landi 9,SALO',BS,,,laurinbs@tin.it,
Lombardia,,Lido,Viale Libertà 11,ANGERA,VA,,,lido@hotellido.it,
Lombardia,,Pianura Inn,Viale Lombardia 21,BUSNAGO,MI,,,pianurainn@tin.it,
Lombardia,,Forum,Viale Lombardia 64,ROZZANO,MI,,,info@forumhotel.biz,
Lombardia,,Lombardia,Viale Lombardia 74/76,MILANO,MI,,,info@hotelombardia.com,
Lombardia,,Motel Monza,Viale Lombardia 76/78,MONZA,MI,,,info@hotelmonza.it; ,
Lombardia,,Ulivi,Viale Mandruzza 11/1,PARATICO,BS,,,ulivihotel@libero.it,
Lombardia,,Fonte Boiola,Viale Marconi 11,SIRMIONE,BS,,,hfb@termedisirmione.com,
Lombardia,,Grand Hotel Terme,Viale Marconi 7,SIRMIONE,BS,,,ght@termedisirmione.com,
Lombardia,,Villa Maria,Viale Michelangelo 150-Rivoltella,DESENZANO DEL GARDA,BS,,,villa-maria@gardalake.it,
Lombardia,,Garden,Viale Michelangelo Buonarroti 7,LENO,BS,,,hotel-garden.leno@libero.it,
Lombardia,,Nuovo Metrò,Viale Monza 120,MILANO,MI,,,info@hotelnuovometro.it,
Lombardia,,Antares Hotel Concorde,Viale Monza 132,MILANO,MI,,,concorde@antareshotels.com,
Lombardia,,Admiral,Viale Motta 13,DESENZANO DEL GARDA - RIVOLTELLA,BS,,,admiral@mistralhotels.it; albergoadmiral@libero.it,
Lombardia,,Astoria,Viale Murillo 9,MILANO,MI,,,info@astoriahotelmilano.com,
Lombardia,,Mercure Bergamo Palazzo Dolci,Viale Papa Giovanni XXIII 100,BERGAMO,BG,,,mercure.bergamo@accor-hotels.it,
Lombardia,,Best Western Cappello d'Oro,Viale Papa Giovanni XXIII 12,BERGAMO,BG,,,cappellodoro.bg@bestwestern.it,
Lombardia,,Centrale,Viale Papa Giovanni XXIII 63,SAN PELLEGRINO TERME,BG,,,hotelcentrale@tin.it,
Lombardia,,Hotel Italia,Viale Partigiani 48,CERTOSA DI PAVIA,PV,,,info@italiacertosa.pavia.it,
Lombardia,,Europa,Viale Pavia 5,LODI,LO,,,info@hoteleuropa-lodi.it,
Lombardia,,Sheraton Diana Majestic,Viale Piave 42,MILANO,MI,,,dianamajestic@sheraton.com,
Lombardia,,Cremona,Viale Po 131,CREMONA,CR,,,info@hotelcremona.it,
Lombardia,,Crimea,Viale Pratogiano 16,CHIAVENNA,SO,,,crimea@clavis.it,
Lombardia,,Parco San Marco,Viale Privato San Marco 1,PORLEZZA,CO,,,info@parco-san-marco.com,
Lombardia,,De la Ville,Viale Regina Margherita di Savoia 15,MONZA,MI,,,info@hoteldelaville.com,
Lombardia,,Villa Giulia,Viale Rimembranza 20,GARGNANO,BS,,,info@villagiulia.it,
Lombardia,,Rustichello,Viale Roma 92,LONATO,BS,,,info@ristorantehotelrustichello.it,
Lombardia,,Atahotel Fieramilano,Viale S. Boezio 20,MILANO,MI,,,booking.fieramilano@atahotels.it,
Lombardia,,Fattorie San Lorenzo,Viale San Lorenzo 40,PEGOGNAGA,MN,,,hotel@fattoriesanlorenzo.it,
Lombardia,,Fiesta,Viale Stazione,CASALPUSTERLENGO,LO,,,hotelfiesta@libero.it,
Lombardia,,Cristallo,Viale Stazione 12/A,BRESCIA,BS,,,info@hotelcristallobrescia.com,
Lombardia,,Novotel Milano Nord Cà Granda,Viale Suzzani 13,MILANO,MI,,,novotel.milanonord@accor-hotels.it,
Lombardia,,Ibis Milano Ca' Granda,Viale Suzzani 13/15,MILANO,MI,,,ibis.milanocagranda@accor-hotels.it,
Lombardia,,Terme,Viale Terme 51,ANGOLO TERME,BS,,,info@hoteltermediangolo.it,
Lombardia,,Estèe,Viale Tommaso dal Molin 33,DESENZANO DEL GARDA,BS,,,hotel.estee@inwind.it,
Lombardia,,Piccola Vela,Viale Tommaso dal Molin 36,DESENZANO DEL GARDA,BS,,,piccola-vela@gardalake.it,
Lombardia,,Lido International,Viale Tommaso dal Molin 63,DESENZANO DEL GARDA,BS,,,info@lido-international.com,
Lombardia,,St. George,Viale Tunisia 9,MILANO,MI,,,info@hotelstgeorge.it,
Lombardia,,Du Lac,Viale Ungheria 19,LAVENA PONTE TRESA,VA,,,dulac@libero.it,
Lombardia,,The Regency Hotel,Viale Valassina 230,LISSONE,MI,,,info@hotelregency.it,
Lombardia,,Anelli,Viale Vignati 7,LODI,LO,,,albergo.anelli@fastwebnet.it,
Lombardia,,Moderno,Viale Vittorio Emanuele II 41,PAVIA,PV,,,info@hotelmoderno.it,
Lombardia,,Gala,Viale Zara 89/91,MILANO,MI,,,hotelgala@tin.it,
Lombardia,,Astoria,Vicolo Bordigallo 19,CREMONA,CR,,,astoria@dinet.it,
Lombardia,,Pace,Vicolo Carpentini 17,SIRMIONE,BS,,,hotelpace@tin.it,
Lombardia,,Munisci,Vicolo Castello 1/3,ROVELLO PORRO,CO,,,info@albergomunsci.it,
Lombardia,,thotel milano,,Trezzano sul Naviglio,MI,,,thotelmilano@thotelgroup.it,
Lombardia,,the carlyle group,,milano,mi,,,valera.falcone@carlyle.com,
Lombardia,,studio gonella,,urgnano,bg,,,antonio@architettogonella.it,
Lombardia,,sopaf spa,,milano,mi,,,gcastellini@sopafgroup.it,
Lombardia,,redilco hotels e tourism,,milano,mi,,,c.verdelli@redilcogroup.com,
Lombardia,,p5 marketing communication,,milano,mi,,,ronconi@p5web.it,
Lombardia,,intercontinental hotels group,,milano,mi,,,letizia.mirandola@ihg.com,
Lombardia,,hotel sviluppo srl,,milano,mi,,,g.piana@hotelsviluppo.com,
Lombardia,,Hotel Rock,,Toscolano Maderno,BS,,,renato@rockresort.it,
Lombardia,,hotel nasco,,milano,mi,,,direzione@hotelnascomilano.it,
Lombardia,,hilton milan,,,mi,,,sales.milano@hilton.com,
Lombardia,,gruppo mirage,,milano,mi,,,l.paletti@filcasa.it,
Lombardia,,crowne plaza,,somma lombardo,va,,,guzzardi@crowneplazamalpensa.com,
Lombardia,,corinthia hotels international,,,mi,,,cinzia@corinthia.it,
Lombardia,,Baita De Mario,,Bormio Ciuk,SO,,,baitademario@valtline.it,
Lombardia,,Baita Clementi,,Sondrio,SO,,,baitaclementi@CharmeRelax.com,
Lombardia,,alfa park,,,BS,,,pierluigi.taliento@alfapark.it,
Lombardia,,accor hospitality,,milano,mi,,,nicola.foschini@accor.com,
Lombardia,BB,Casa di Graziella,Via dei Bastazi 1,Bergamo,BG,,,mariagrazia.zillani@libero.it,
Lombardia,BB,Le Rondini,Via Finazzi 18,Bergamo,BG,,,marialuisa.piazzoli@tin.it,
Lombardia,BB,Cascina Durì,Via Massino 13,Besozzo,VA,,,cascinaduri@hotmail.com,
Lombardia,BB,Corte Cascina,Via San Cataldo 2,Borgoforte,MN,,,chiarascaravelli@virgilio.it,
Lombardia,BB,Il Torchio,Via Ghislanzoni 24 - loc. Vescogna,Calco,LC,,,mattia.garrone@libero.it,
Lombardia,BB,I Due Noci,Via Amalfi 7,Cardano Al Campo,VA,,,pedrani.cinzia@bedbreakfastalp.it; iduenoci@hotmail.com,
Lombardia,BB,Casa Visnenza,Via San Faustino 7,Cemmo di Ponte,BS,,,casavisnenza@fastwebnet.it,
Lombardia,BB,Rose tra gli Archi,via Alberè,Cuasso al Monte,VA,,,crivellari.lucia@bedandbreakfastalp.it,
Lombardia,BB,Cascina Montonale,,Desenzano del Garda,BS,,,bbmontonale@libero.it,
Lombardia,BB,Dimora Bolsone,Via Panoramica 23,Gardone Riviera,BS,,,info@bolsonedimora.com,
Lombardia,BB,La Pesadita,Via C. Battisti 16,Golasecca,VA,,,giovannapaola.crolla@bedbreakfastalp.it,
Lombardia,BB,Le Betulle,Via Verdi 16,Golasecca,VA,,,betulle16@tin.it,
Lombardia,BB,Doninzetti,Via Doninzetti 3,Lovere,BG,,,rossamarzia@inwind.it,
Lombardia,BB,Antonio e Ornella,Vicolo Calusca 10/c,Milano,MI,,,antonio1948@libero.it,
Lombardia,BB,Il Girasole,Via Doberdò 19,Milano ,MI,,,bbilgirasole@hotmail.com,
Lombardia,BB,Ca de Ae,Via Maestri 5,Misano di Gera d'Adda,BG,,,graziap@lombardiacom.it,
Lombardia,BB,Amici Miei,Via Ponchielli 7,Mozzo,BG,,,bed012000@yahoio.it,
Lombardia,BB,La Casa di Brembo,Via del Brembo 18,Paladina,BG,,,monibb@interfree.it,
Lombardia,BB,Il Noce,Via Sentino 21,San Giovanni Blanco ,BG,,,monica@valbrembanaweb.com,
Lombardia,BB,Villa Arlecchino,Via Orneta 25,San Giovanni Blanco ,BG,,,inc@magnetictours.it,
Lombardia,BB,Castello della Botta,Via Alla Vetta,San Pellegrino Terme ,BG,,,castellodellabotta@libero.it,
Lombardia,BB,Le Buone Terre del Castello,,Santa Giulietta,PV,,,marchesi.daniele@tin.it,
Lombardia,BB,casa Fiorita,Via Partigiani 43,Serina,BG,,,casafiorita.sonia@libero.it,
Lombardia,BB,Susanna,Via Provinciale 14,Sovere,BG,,,susannalorandi@libero.it,
Lombardia,BB,Cascina Lagoscuro,,Stagno Lombardo,CR,,,stefania.bordoni@tiscali.it,
Lombardia,BB,La Vigna,,Travedona Monate ,VA,,,terzaghi@libero.it,
Lombardia,BB,La Torre,,Valleve,BG,,,mfavetti@tiscali.it,
Lombardia,BB,Villa Grazia,,Sant'Ambrogio Olana,VA,,,miraglia.lucia@bedbreakfastalp.it,
Lombardia,BB,Franca,,Verdellino ,BG,,,bbfranca@ciaoweb.it,
Marche,,Villa Castellani,Contrada Acquevive 16,MOGLIANO,MC,,,info@villacastellani.it,
Marche,,Duca degli Acquaviva,Contrada San Vincenzo 21,ACQUAVIVA PICENA,AP,,,ducadegliacquaviva@yahoo.it,
Marche,,La Cantina di Palazzo Bello,Contrada Sant'Agostino 7,RECANATI,MC,,,info@palazzobello.com,
Marche,,I Calanchi,Contrada Verrame 1,RIPATRANSONE,AP,,,info@i-calanchi.com,
Marche,,Italia,Corso Garibaldi 32,URBINO,PU,,,info@albergo-italia-urbino.it,
Marche,,Santa Chiara,Corso Giuseppe Garibaldi 26,SANT'ANGELO IN VADO,PU,,,h.santachiara@inwind.it,
Marche,,Degli Sforza,Corso Italia 8/10,MONTERUBBIANO,AP,,,info@sforzahotel.it,
Marche,,Grimaldi,Corso Italia Libera 9,TREIA,MC,,,info@hotelgrimaldi.it,
Marche,,Enzo,Corso Matteotti 21/23,PORTO RECANATI,MC,,,info@hotelenzo.it,
Marche,,Farfense,Corso Matteotti 41,SANTA VITTORIA IN MATENANO,AP,,,info@hotelfarfense.it,
Marche,,Hotel Ristorante Tre Lanterne,Frazione Cagnano,ACQUASANTA TERME - CAGNANO,AP,,,trelanterne@trelanterne.it,
Marche,,Hotel Ristorante Guerrin Meschino,Frazione Rocca,MONTEMONACO - ROCCA,AP,,,info@guerrinmeschino.com,
Marche,,Hermitage,Frazione Sassotetto,SARNANO - SASSOTETTO,MC,,,hotel.hermitage@virgilio.it,
Marche,,Il Borghetto,"Loc. Bugione, 4",Montefortino,AP,,,agropelloni@libero.it,
Marche,,Pineta,Loc. Campodonico 102,FABRIANO - CAMPODONICO,AN,,,info@pinetahotel.com,
Marche,,La Foresteria,Località Abbadia di Fiastra 11,TOLENTINO,MC,,,contatti@laforesteria.it,
Marche,,Internazionale,Località Baia di Portonovo,ANCONA - PORTONOVO,AN,,,info@hotel-internazionale.com,
Marche,,Fortino Napoleonico,Località Baia di Portonovo 166,ANCONA - PORTONOVO,AN,,,info@hotelfortino.it,
Marche,NO,Hotel Ristorante Camartina,Località Camartina 8/C,ARQUATA DEL TRONTO,AP,,,camartina@libero.it,
Marche,,Il Vecchio Granaio,Località Chiaravalle - Strada Statale 361 47/B,TREIA,MC,,,ilvecchiogranaio@alice.it,
Marche,,Borgo Lanciano,Località Lanciano 5,CASTELRAIMONDO,MC,,,info@borgodilanciano.it,
Marche,,Montanaria,Località Marinella,SARNANO,MC,,,info@montanaria.it,
Marche,,Perla,Località Pontenina 45,CAMPOFILONE,AP,,,laperla@vacanzelaperla.it,
Marche,,Hotel San Claudio,Località San Claudio 14,CORRIDONIA,MC,,,info@hotelsanclaudio.it,
Marche,,Villa Quiete,Località Valle cascia,MONTECASSIANO - VALLECASCIA,MC,,,villaquiete@libero.it,
Marche,,Villa Verdefiore,Località Verdefiore 37,APPIGNANO,MC,,,info@villaverdefiore.it,
Marche,,Ambassador,Lungomare Cristoforo Colombo 127-Località Marotta,MONDOLFO,PU,,,info@hotelambassador.ps.it,
Marche,,Italia,Lungomare Dante Alighieri 108,SENIGALLIA,AN,,,assalbe@indi.it,
Marche,,Europa,Lungomare Dante Alighieri 110,SENIGALLIA,AN,,,info@hoteleuropa-an.it,
Marche,,Majestic,Lungomare Dante Alighieri 124,SENIGALLIA,AN,,,h.majestic@virgilio.it,
Marche,,Continental,Lungomare Dante Alighieri 126,SENIGALLIA,AN,,,ilcontinental@virgilio.it,
Marche,,City,Lungomare Dante Alighieri 14,SENIGALLIA,AN,,,info@cityhotel.it,
Marche,,Ritz,Lungomare Dante Alighieri 142,SENIGALLIA,AN,,,hritz@tin.it,
Marche,,Royal,Lungomare Dante Alighieri 146,SENIGALLIA,AN,,,hotelroyalsenigallia@libero.it,
Marche,,Grand Hotel Excelsior,Lungomare Dante Alighieri 150,SENIGALLIA,AN,,,ghexcelsior@tin.it,
Marche,,Senigallia,Lungomare Dante Alighieri 34,SENIGALLIA,AN,,,hotelsenigallia@interfree.it,
Marche,,Regina,Lungomare Dante Alighieri 5,SENIGALLIA,AN,,,albergoregina@tin.it,
Marche,,Hollywood,Lungomare Dante Alighieri 62,SENIGALLIA,AN,,,info@hotel-hollywood.it,
Marche,,Baltic,Lungomare Dante Alighieri 66,SENIGALLIA,AN,,,hotelbaltic@hotmail.com,
Marche,,Sirena,Lungomare Dante Alighieri 78,SENIGALLIA,AN,,,info@hotelsirena.com,
Marche,,Argentina,Lungomare Dante Alighieri 82,SENIGALLIA,AN,,,info@hargentina.com,
Marche,,Adriatico,Lungomare Dante Alighieri 98,SENIGALLIA,AN,,,residenceadriatico@hotmail.com,
Marche,,Roma,Lungomare De Gasperi 16,GROTTAMMARE,AP,,,info@hotelromagrottammare.com,
Marche,,Caraibi,Lungomare De Gasperi 172,GROTTAMMARE,AP,,,info@hotelcaraibi.it,
Marche,,Jerry,Lungomare De Gasperi 216,GROTTAMMARE,AP,,,info@jerryhotel.com,
Marche,,Parco dei Principi,Lungomare De Gasperi 70,GROTTAMMARE,AP,,,htlparcodeiprincipi@tiscalinet.it,
Marche,,Dino,Lungomare Europa 106,SAN BENEDETTO DEL TRONTO,AP,,,info@hoteldino.it,
Marche,,Girasole,Lungomare Europa 126,SAN BENEDETTO DEL TRONTO,AP,,,girasole@libero.it,
Marche,,Villa Corallo,Lungomare Europa 50,SAN BENEDETTO DEL TRONTO,AP,,,info@hotelvillacorallo.com,
Marche,,Bahia,Lungomare Europa 98,SAN BENEDETTO DEL TRONTO,AP,,,info@hotelbahia.it,
Marche,,Lido,Lungomare Fermano 104,FERMO - LIDO DI FERMO,AP,,,info@hotellidofermo.it,
Marche,,International,Lungomare G. Mameli 44,SENIGALLIA,AN,,,info@hinternational.net,
Marche,,Universal,Lungomare G. Mameli 47,SENIGALLIA,AN,,,info@hoteluniversal.it,
Marche,,Rosa,Lungomare Gramsci 177,PORTO SAN GIORGIO,AP,,,info@rosameuble.it,
Marche,,Best Western Hotel David Palace,Lungomare Gramsci Sud 503,PORTO SAN GIORGIO,AP,,,info@hoteldavidpalace.it; magdalattazi@libero.it,
Marche,,De la Ville,Lungomare Guglielmo Marconi 35,SENIGALLIA,AN,,,info@h-delaville.it,
Marche,,Lori,Lungomare Italia 28,SENIGALLIA - MARZOCCA,AN,,,informazioni@hotellori.com,
Marche,,Rex,Lungomare Italia 67,SENIGALLIA - MARZOCCA,AN,,,info@hotelrex.tv,
Marche,,Atlantic,Lungomare Italia 8/B,SENIGALLIA,AN,,,info@atlantic-hotel.it,
Marche,,Metropol,Lungomare Leonardo Da Vinci 11,SENIGALLIA,AN,,,info@hotelmetropol.net,
Marche,,Roma,Lungomare Leonardo Da Vinci 20,SENIGALLIA,AN,,,cecca99@libero.it,
Marche,,Souvenir,Lungomare Leonardo Da Vinci 21,SENIGALLIA,AN,,,info@hotelsouvenir.it,
Marche,,Perla,Lungomare Leonardo Da Vinci 22,SENIGALLIA,AN,,,hotelperla2003@libero.it,
Marche,,Nuovo Diana,Lungomare Leonardo Da Vinci 81/2,SENIGALLIA,AN,,,hotelnuovodiana@dlf.it,
Marche,,Olympia,Lungomare Leonardo Da Vinci 83,SENIGALLIA,AN,,,hotelolympia@libero.it,
Marche,,Gabbiano,Lungomare Leonardo Da Vinci 91/B,SENIGALLIA,AN,,,hotelgabbiano-an@libero.it,
Marche,,Ambasciatori,Lungomare Leonardo Da Vinci 92,SENIGALLIA,AN,,,info@ambasciatorisenigallia.it,
Marche,,Sayonara,Lungomare Mameli 115,SENIGALLIA,AN,,,info@hotelsayonarasenigallia.it,
Marche,,Delfino,Lungomare Mameli 43,SENIGALLIA,AN,,,info@hoteldelfino.net,
Marche,,Mare Blu,Lungomare Mameli 50,SENIGALLIA,AN,,,info@hotel-mareblu.it,
Marche,,Bologna,Lungomare Mameli 57,SENIGALLIA,AN,,,info@hbologna.net,
Marche,,Corallo,Lungomare Mameli 66,SENIGALLIA,AN,,,hotelcorallo2003@libero.it,
Marche,,Sydney,Lungomare Marconi,SAN BENEDETTO DEL TRONTO,AP,,,info@hotelsydney.it,
Marche,,La Pace,Lungomare Marconi 26,SAN BENEDETTO DEL TRONTO,AP,,,info@lapacehotel.it,
Marche,,Sabbiadoro,Lungomare Marconi 46,SAN BENEDETTO DEL TRONTO,AP,,,info@hotelsabbiadoro.net,
Marche,,Excelsior,Lungomare Nazario Sauro,PESARO,PU,,,excelsior@pesaro.com,
Marche,,Sporting,Lungomare Nazario Sauro 23,PESARO,PU,,,info@hotelsporting.biz,
Marche,,President's,Lungomare Nazario Sauro 33,PESARO,PU,,,info@dolcinihotels.it,
Marche,,Ideal,Lungomare Nazario Sauro 50,CUPRA MARITTIMA,AP,,,info@hotelideal-cupra.it,
Marche,,Excelsior,Lungomare Rinascimento 137,SAN BENEDETTO DEL TRONTO,AP,,,info@grandhotelexcelsior.com,
Marche,,Promenade,Lungomare Trieste 25,PORTO SANT'ELPIDIO,AP,,,info@promenadehotel.it,
Marche,,Grand Hotel Palace,Lungomare Vanvitelli 24,ANCONA,AN,,,palace.ancona@libero.it,
Marche,,Bianchi Nicola,"Piazza Brancondi, 38 - Via Rosselli 2",PORTO RECANATI,MC,,,info@hotelbianchinicola.it,
Marche,,Ussita,Piazza Cavallari,USSITA,MC,,,info@hotelussita.com,
Marche,,Feronia,Piazza del Popolo 96,SAN SEVERINO MARCHE,MC,,,crisluzi1@virgilio.it,
Marche,,Hotel Ristorante Pellegrino e Pace,Piazza della Madonna 51,LORETO,AN,,,info@pellegrinoepace.it,
Marche,,Fortuna,Piazza Fratelli Rosselli 15,ANCONA,AN,,,info@hotelfortuna.it,
Marche,,Centrale,Piazza Gentili 10/12,SAN GINESIO,MC,,,info@hotelristorantecentrale.it,
Marche,,Grand Hotel Michelacci,Piazza Giardini Unità d'Italia 1,GABICCE MARE,PU,,,info@michelacci.com,
Marche,,Losanna,Piazza Giardini Unità d'Italia 3,GABICCE MARE,PU,,,losanna@gabiccemare.com,
Marche,,Bellavista,Piazza Giardini Unità d'Italia 9,GABICCE MARE,PU,,,bellavista@gabiccemare.com,
Marche,,Relais degli Scalzi,Piazza Mazzini 3,SASSOFERRATO,AN,,,info@aubergehotellerie.com,
Marche,,Royal,Piazza Piccolomini 3,FERMO - LIDO DI FERMO,AP,,,royal@timropa.com,
Marche,,Albergo San Domenico,Piazza Rinascimento 3,URBINO,PU,,,sandomenico@viphotels.it,
Marche,,Park Hotel,Piazza Roma 5,ARCEVIA,AN,,,info@parkhotelarcevia.it,
Marche,,Della Rosa,Piazza Rosselli 3,ANCONA,AN,,,info@hoteldellarosa.it,
Marche,,Palace,Piazza Rosselli 6,CIVITANOVA MARCHE,MC,,,palace@timropa.com,
Marche,,Gallo,Piazza Stazione 14,POTENZA PICENA - PORTO POTENZA PICENA,MC,,,ristoranteviicielo@virgilio.it,
Marche,,Terme,Piazza Terme 20,ACQUASANTA TERME,AP,,,info@albergoterme.it,
Marche,,Paradiso,Piazza Umberto I 7,AMANDOLA,AP,,,orestecuri@tiscalinet.it,
Marche,,Al Belvedere,Piazza Vittorio Emanuele II 3,AGUGLIANO,AN,,,info@hotelalbelvedere.it,
Marche,,Elisabeth Due,Piazzale Amendola 2,FANO,PU,,,info@hotelelisabethdue.it,
Marche,,Mirò,Piazzale Cesare Battisti 10/13,APIRO,MC,,,info@mirohotel.it,
Marche,,Bellevue & Marchigiano,Piazzale David Squarcia 14,LORETO,AN,,,info@hotelmarchigiano.com,
Marche,,Vittoria,Piazzale della Libertà 2,PESARO,PU,,,vittoria@viphotels.it,
Marche,,Palace,Piazzale della Libertà 7,SENIGALLIA,AN,,,info@hotelpalace.net,
Marche,,Bristol,Piazzale della Libertà 7,PESARO,PU,,,hotelbristol3@tin.it,
Marche,,Massi,Piazzale Giardini Morandi 10,SENIGALLIA,AN,,,hotelmassi@virgilio.it,
Marche,,Janus Hotel Fabriano,Piazzale Matteotti 45,FABRIANO,AN,,,info@janusgroup.it,
Marche,,La Vela,Piazzale Nino Bixio 35,SENIGALLIA,AN,,,info@senbhotel.it,
Marche,,Cristoforo Colombo,"S.S. 16 Adriatica Km. 310,400",OSIMO,AN,,,info@cristoforo-colombo.com,
Marche,,Carnevali,S.S. 77 Km. 44-Bivio Maddalena - Maddalena,MUCCIA,MC,,,info@motelcarnevali.com,
Marche,,Recina Hotel,S.S. 77 Km. 97-Palazzetto Valle Cascia,MONTECASSIANO,MC,,,info@recinahotel.it,
Marche,,International Cagli,Strada Civita 5,CAGLI,PU,,,info@internationalcaglihotel.it,
Marche,,Villa Serena,Strada di San Nicola 6/3,PESARO,PU,,,info@villa-serena.it,
Marche,,Le Terrazze,Strada Panoramica Ardizio 121,PESARO,PU,,,ralceo@libero.it,
Marche,,Regina,Strada Statale 16 Adriatica 12,PORTO RECANATI,MC,,,info@hotelristoranteregina.it,
Marche,,Anita,Strada Statale Adriatica Nord 127,CUPRA MARITTIMA,AP,,,info@hotelanita.it,
Marche,,Alla Lanterna,Strada Statale Adriatica Sud 78,FANO,PU,,,allalanterna@libero.it,
Marche,,Torresi,"Strada Statale Regina 571 Km 6,500",POTENZA PICENA,MC,,,info@hoteltorresi.it,
Marche,,La Ginestra,Via A. Calcagni 2,RECANATI,MC,,,info@hotelginestra.it,
Marche,,Hotel Eden Centro Benessere Novidra,Via A. De Gasperi 26,SARNANO,MC,,,info@hoteledensarnano.com,
Marche,,Abbadetta,Via Abbadetta 36,ACQUAVIVA PICENA,AP,,,info@abbadetta.it,
Marche,,Paradiso,Via Abruzzi 7,SENIGALLIA,AN,,,livio.dei@tin.it,
Marche,,Continental,Via Adriatico 148,FANO,PU,,,info@hotelcontinental-fano.it,
Marche,,Ai Cerchi,Via Alcide De Gasperi 1,SARNANO,MC,,,ivanmanf@tin.it,
Marche,,Zio Emilio,Via Alessandro Volta 24,SAN BENEDETTO DEL TRONTO,AP,,,contatta@hotelzioemilio.it,
Marche,,Ulisse,Via Amaducci 16,CARPEGNA,PU,,,info@hotelulisse.it,
Marche,,San Michele,Via Amaducci 51,CARPEGNA,PU,,,h.s.michele@tin.it,
Marche,,Casadei,Via Ammiraglio Cappellini 53,FANO,PU,,,hotcasa@mobilia.it,
Marche,,Hotel Federico II,Via Ancona 100,JESI,AN,,,info@hotelfederico2.it,
Marche,,Imperial Sport,Via Annibale Ninchi 6,PESARO,PU,,,info@imperialsporthotel.it,
Marche,,La Palomba,Via Antonio Gramsci 13,MONDAVIO,PU,,,info@lapalomba.it,
Marche,,Lido,Via Armando Diaz 6,GABICCE MARE,PU,,,lido@gabiccemare.com,
Marche,,Madonna di Loreto - Casa del Clero,Via Asdrubali 104,LORETO,AN,,,madonnadiloreto@libero.it,
Marche,,Concorde,Via Aspio Terme 191,CAMERANO,AN,,,info@albergoconcorde.it,
Marche,,Da Nazzarè,Via Aspio Terme 39,CAMERANO,AN,,,info@hotelnazzare.com,
Marche,,La Maestra,Via Baleari 6,GROTTAMMARE,AP,,,info@hotellamaestra.it,
Marche,,Majestic,Via Balneare 10,GABICCE MARE,PU,,,majestic@gabiccemare.com,
Marche,,Garden,Via Battisti 6,PORTO SAN GIORGIO,AP,,,info@hotelgardensas.it; direzione@hotelgardensas.it,
Marche,,Mamiani,Via Bernini 6,URBINO,PU,,,info@hotelmamiani.it; direzione@hotelmamiani.it,
Marche,,Regina,Via Bevano 48/A,FANO - CARIGNANO,PU,,,htlregina@libero.it,
