email,nome,cognome,nome_azienda
palegi@libero.it,,,Hotel Doria
panoramique@tiscali.it,,,Hotel Panoramique
podere.anselmo@forconi.it,,,Podere Dell'anselmo
portoroca@cinqueterre.it,,,Hotel Porto Roca
posta@sangiacomohorses.it,,,San Giacomo Horses & Agriturismo
prenotazioni@hoteldemar.com,,,Hotel Demar
president.ge@starhotels.it,,,Starhotels President
punta.margherita@tiscali.it,,,Punta Margherita
raffaelecalistri@virgilio.it,,,Borgo Della Limonaia
reception.billia@svrc.it,,,Parc Hotel Billia
reception@relaismagi.it,,,Relais Dei Magi
reception@residenzadelsole.it,,,Residenza Del Sole
reservation@hotelcanali.eu,,,Hotel Canali
reservation@hotelnuovonord.com,,,Hotel Nuovo Nord
reservation@nyalahotel.com,,,Nyala Suite Hotel
reservations@higenova.it,,,Holiday Inn Genoa City
rm_milan@hilton.com,,,Hilton Milan
sales.florencemetropole@hilton.com,,,Hilton Florence Metropole
sant_ercolano@libero.it,,,Hotel S. Ercolano
santacaterina@virgilio.it,,,Santa Caterina Park Hotel
santamaria@mclink.it,,,Hotel Santa Maria
serenhotel@libero.it,,,Hotel Sereno
sibi71@alice.it,,,B&b Sibi
sogemagar@libero.it,,,Cuccaro Club
soleil@netvallee.it,,,Hotel Au Soleil
tevernier@tin.it,,,Hotel Tavernier
tirrenoh@tin.it,,,Hotel Tirreno
torre.cambiaso@antichedimore.com,,,Hotel Torre Cambiaso
triolet@tin.it,,,Hotel Triolet
una.malpensa@unahotels.it,,,Una Hotel Malpensa
una.mediterraneo@unahotels.it,,,Una Hotel Mediterraneo
urustegu@libero.it,,,U Rustegu
vallegrande@virgilio.it,,,Vallegrande Residence
varigotti@alsaracenogroup.it,,,Hotel Al Saraceno
verdemare@tiscali.it,,,Verdemare
vesuviohotel@libero.it,,,Hotel Vesuvio
vieuxgrenier@tiscali.it,,,Residence Au Vieux Grenier
villaargentina@libero.it,,,Hotel Villa Argentina
villabalbi@villabalbi.it,,,Grand Hotel Villa Balbi
villaducale@myonehotel.it,,,My One Hotel Villa Ducale
villafirenze@alassio.it,,,Residence Villa Firenze
villapergola@tin.it,,,Villa Della Pergola
visavis@hotelvisavis.com,,,Vis À Vis
vrichie@tin.it,,,Hotel Villa Belvedere
wine@fattoriacasasola.com,,,Fattoria Casa Sola
book@royalcontinental.it,,,
info@villacapodimonte.it,,,Villa Capodimonte
info@lanfipepalace.com,,,
reservations@partenoperelais.it,,,
salesandmarketing@romeohotel.it,,,
info@hotelsantabrigida.it,,,
info@hotelnaples.it,,,
d.molisso@palazzoalabardieri.it,,,
info@palazzoturchini.it,,,Palazzo Turchini
info@hotelmiramare.com,,,Miramare
info@hotelchiaia.it,,,Chiaja Hotel de Charme
info@goldenhotel.it,,,Gold Hotel
info@hotel-rex.it,,,
info@excelsior.it,,,Hotel Excelsior
info@smhotel.it,,,
medinaples@gmail.com,,,
info@palazzodecumani.com,,,
info@villamargheritahotel.com,,,
internationasales@starhotels.com,,,
info@hotelpiazzabellini.com,,,",☆☆☆,Via S.M. Di Costantinopoli"
info@cilieginahotel.com,,,
info@mhhotel.it,,,Mh
info@nardones48.it,,,
info@palazzoruffodibagnara.it,,,
info@atticopartenopeo.it,,,
info@megaridesantalucia.com,,,
info@decumani.com,,,
info@ramadanaples.com,,,Ramada Naples
info@grandhoteleuropa.com,,,Grand Hotel Europa
info@hoteltoledo.com,,,Toledo
info@napolitamo.it,,,Napolit'Amo
info@relaissulmare.com,,,
info@palazzoesedra.it,,,
info@hoteltiempo.com,,,
info@bbsoriano44.com,,,
info@santachiarasuite.com,,,
info@suitesresidencehotel.it,,,
info@americanhotelnapoli.it,,,
info@montespina.com,,,
info@boviosuite.it,,,
info@hoteleuropeonapoli.com,,,
info@hotelilconvento.com,,,
info@albergodelgolfo.com,,,Del Golfo
reception@hotelbritannique.it,,,Britannique
info@napoliday.it,,,
info@santalucia50.it,,,
albergosangiorgio@inwind.it,,,San Giorgio
info@hostelnapoli.com,,,
info@hoteljollycaserta.it,,,
info@villamariacristina.eu,,,
g.ceceri@hotelcitycaserta.com,,,
reservation@grandhotelvanvitelli.it,,,
info@newbabyhotel.it,,,
info@grandhotelsalerno.it,,,Grand Hotel Salerno
info@lunahotel.it,,,Hotel Luna Convento
info@miramalfi.it,,,Miramalfi
info@hotelgraal.it,,,Graal
info@amalfiholidayresort.it,,,
info@ilducatodiravello.com,,,
ghconventodiamalfi@nh-hotels.com,,,
info@marinariviera.it,,,Marina Riviera
info@hotelpanoramamaiori.it,,,
info@ravelloresidence.it,,,
info@hotellaninfa.it,,,La Ninfa
info@aurora-hotel.it,,,Aurora
info@hotelsantacaterina.it,,,Hotel Santa Caterina
giordano@giordanohotel.it,,,Giordano
reservations@villafraulo.com,,,
info@hotelcrocediamalfi.it,,,
excelsior@excelsior-hotel.it,,,
info@saraceno.it,,,Grand Hotel Il Saraceno
info@hotelmargherita.info,,,Margherita
info@hotel-sanfrancesco.it,,,San Francesco
info@hoteltorredimilo.it,,,Torre di Milo
info@divina-costiera.it,,,
leterrazze@orovacanze.it,,,
info@marescahotel.com,,,
info@lefioriere.it,,,Le Fioriere
info@hotelpasitea.it,,,Pasitea
info@villayiara.it,,,
info@tritone.it,,,
info@hoteltorresaracena.it,,,
info@marincanto.it,,,Marincanto
info@casabuonocore.com,,,
info@alcioneresidence.com,,,
info@palazzotalamo.it,,,
info@tramontodoro.it,,,Tramonto d'Oro
info@hotelposaposa.com,,,
info@hotellalucertola.it,,,La Lucertola
info@reginellahotel.it,,,
info@hotelpellegrino.it,,,
info@hotelancorapositano.com,,,
info@villafrancahotel.it,,,Villa Franca
info@villadonnafausta.com,,,
info@frantoiopraiano.it,,,
info@hotelilpino.it,,,Il Pino
info@leagavi.it,,,Le Agavi
info@villaflaviogioia.it,,,
info@hotelraito.it,,,
info@hotelposeidonpositano.it,,,Poseidon
info@pensionecolomba.it,,,
info@villadurrueli.com,,,Villa Durrueli
info@miramareecastello.it,,,Miramare e Castello
info@hotelaragona.it,,,",☆☆☆☆,Via Porto"
info@ilmoresco.it,,,",☆☆☆☆☆,Via Emanuele Gianturco 16"
info@villalieta.it,,,
info@ischiabluresort.com,,,
hermitage@fabahotels.it,,,
info@rivamareischia.it,,,Hotel Rivamare
info@giardinodelleninfee.it,,,
info@pagodahotel.it,,,
info@hotelmareblu.it,,,Mare Blu
info@hotelmyageischia.it,,,
info@parcodelgenerale.com,,,
info@albergolareginella.it,,,La Reginella Terme
info@casadimeglio.it,,,
info@hotelparcosmeraldo.com,,,Parco Smeraldo Terme
info@reginaisabella.it,,,Regina Isabella e Royal Sporting
info@hotelsangiorgio.com,,,San Giorgio Terme
nfo@albergoambasciatori.com,,,
info@hotelloreley.it,,,Loreley
info@sorrisoresort.it,,,
info@miramaresearesort.it,,,
info@hoteltermesanmichele.it,,,
info@poggioaragosta.it,,,
info@hotelcitara.it,,,
info@romantica.net,,,
info@hotelmiramisischia.it,,,
info@puntachiarito.it,,,
info@puntaimperatore.it,,,
info@hotelnettunoischia.it,,,
info@hotelcavadellisola.it,,,Hotel cava dell’Isola
info@hotelcelestino.it,,,
info@ilgattopardo.com,,,",☆☆☆☆,Via Giovanni Mazzella 166"
info@idealhotel.it,,,
info@hoteldelsolepompei.it,,,
info@pompeihotel.com,,,Diana
villaelena-bb@hotmail.it,,,
info@hotelmaiuri.it,,,
info@pompeiresort.it,,,
info@hotelforum.it,,,Forum
info@dolcevitasorrento.it,,,
info@hoteldegliamici.it,,,Degli Amici
info@hoteldellapiccolamarina.it,,,
info@hoteltragara.it,,,
info@relaismaresca.it,,,Relais Maresca
info@hotelsanfelice.com,,,Villa San Felice
info@hotelweber.com,,,Weber Ambassador
info@villamarinacapri.com,,,
info@orsamaggiore-capri.com,,,
info@grifohotel.it,,,
hotel@termecastiglione.it,,,
info@termemanzihotel.com,,,",☆☆☆☆☆,Piazza Bagni"
info@marulivohotel.it,,,
info@hotelschuhmann.com,,,Schuhmann
info@villamirella.it,,,
info@marelunahotel.it,,,Hotel Mareluna
info@meridiana-hotel.com,,,Meridiana
esplanade.sa@bestwestern.it,,,
info@parkhotelcilento.it,,,hotel park cilento
info@albergosantacaterina.com,,,Santa Caterina
info@hotelkings.it,,,King's
direzione@hotelroyalsas.it,,,Royal
info@villasignorinirelais.it,,,
info@lamedusahotel.com,,,Grand Hotel La Medusa
info@hoteldelfino.com,,,Delfino
info@relaisblu.com,,,
info@hotelalbatrossorrento.com,,,Albatros
info@hotelglidei.com,,,
info@hotelmaryvico.com,,,
info@hotel-sporting.it,,,
info@leancorehotel.com,,,
info@torrebarbara.it,,,
info@grandhotelangiolieri.it,,,Grand Hotel Angiolieri
info@montecaruso.it,,,
info@edenroc.it,,,Eden Roc
commerciale@regiohotel.it,,,Hotel regio Manfredi
info@monrifhotels.com,,,monrif hotels
info@hotelpalacebologna.com,,,
tiberio.biondi@duetorrihotels.com,,,
info@cavour-hotel.com,,,
reservations.excelsior.bo@starhotels.it,,,
info@millennhotelbologna.it,,,Millennhotel
info@aemiliahotel.it,,,Golden Tulip Aemilia Hotel
sandonato.bo@bestwestern.it,,,
info@4vialemasini.it,,,
info@suitehotelelite.it,,,
info@albergorossini.com,,,
info@mchotels.it,,,
info@hotelblumen.it,,,
internazionale@monrifhotels.com,,,
info@astoria.bo.it,,,Astoria
info@savohotel.it,,,
regency@savoia.eu,,,
info@hotelcosmopolitanbologna.com,,,
info@hotelpiccadilly.it,,,
info@ostellogallettiabbiosi.it,,,
nhravenna@nh-hotels.com,,,
info@astoriahotel-ra.com,,,Astoria
info@hotelbyron.com,,,Centrale Byron
info@bisanziohotel.com,,,Bisanzio
info@villaforis.it,,,
info@g-sanvitale.com,,,
info@hotelferrara.com,,,Ferrara
info@hotelcarlton.net,,,Carlton
info@corteestense.it,,,Corte Estense
info@annunziata.it,,,Annunziata
info@hoteltouringfe.it,,,Touring
info@astrahotel.info,,,
info@ferrarahotelripagrande.it,,,
diplomat@diplomatpalace.it,,,Diplomat Palace
info@lhotelrimini.it,,,
info@hotelcard.it,,,Hotel Card International
info@hotelbahama.it,,,Bahama
inforosa@villarosariviera.it,,,
francono5@yahoo.it,,,
rimini@hotellevante.it,,,
nfo@hotelbiancamanorimini.com,,,
info@riminiresidence.com,,,
info@hotelpolo.it,,,
info@sovranahotel.it,,,
info@lerosesuitehotel.com,,,
business@rexhotels.it,,,
info@residencelugano.com,,,
villaadriatica@ambienthotels.it,,,Villa Adriatica
parioli@tonihotels.it,,,
info@aliseipalacehotel.it,,,
info@villamarialuigia.it,,,
info@hotelvillaluigia.com,,,Villa Luigia
info@hotelcristallorimini.com,,,
info@augustusrimini.com,,,Hotel Augustus
info@aquahotel.it,,,
suite@ambienthotels.it,,,
info@nationalhotel.it,,,National
villabianca@tonihotels.it,,,Villa Bianca
info@clubhouse.it,,,Club House - Hotel & Convention Center
info@acmhotel.com,,,
villagori@gmail.com,,,
info@qhotel.it,,,
info@ambassadorrimini.com,,,Ambassador
info@hotelambasciatori.it,,,Ambasciatori
commerciale@hotelcontinentalrimini.it,,,
info@hoteloriginale.com,,,
lemeridienrimini@lemeridien.com,,,
info@hotelsorrisorimini.it,,,
info@atmospheresuitehotel.it,,,
info@baldininihotel.com,,,
info@hotelghirlandinarimini.it,,,Ghirlandina
info@hotelnordest.it,,,Nord Est
info@hotelprincipedipiemonte.it,,,Principe di Piemonte
info@hotelmondialrimini.com,,,
info@hotelmontmartre.it,,,hotel montmartre
info@gallianohotel.com,,,Galliano
info@residenzeromeoegiulietta.com,,,
info@hotelcitypc.it,,,City
info@palazzodallarosaprati.it,,,
info@hotel-torino.it,,,Torino
info@parkhotelpacchiosi.it,,,
info@lidoadriano.com,,,
info@hotelmiramarecervia.it,,,Miramare
info@hotelkent.it,,,Kent
info@hoteltiffanysriccione.com,,,
info@hotelmeeting.com,,,Meeting
info@imolahotel.it,,,Donatello
info@lemura.net,,,
info@relaisducale.com,,,
marconi@hotel-marconi.it,,,Marconi
info@hsporting.com,,,Sporting
info@residencemichaela.it,,,Michaela
info@ascothotel.it,,,Ascot
info@hotelletizia.net,,,Letizia
info@albergoestense.com,,,Estense
info@hotelglobus.org,,,Hotel Globus
info@bellarivafeelinghotel.it,,,
parkhotel@parkhotels.it,,,Park Hotel
info@hotelcorallo.biz,,,
residencecleo@gmail.com,,,
info@hotelborgognoni.it,,,Dei Borgognoni
info@welcomepiramhotel.com,,,Welcome Piram
info@hotellunetta.com,,,Hotel Lunetta
info@hotelquirinale.it,,,Quirinale
info@hoteldeiborgia.it,,,
info@hoteladriano.com,,,Hotel Adriano
metropole.rm@starhotels.it,,,Starhotel Metropole
info@albergottocento.it,,,Ottocento
info@hotelregno.com,,,Regno
info@pantheonroyalsuite.com,,,
info@florishotel.it,,,
info@hotelmiami.com,,,Miami
reservation@hotelmajestic.com,,,
info@residenzasaraceno.com,,,
info@boutiquehoteltrevi.com,,,Boutique Hotel Trevi
info@hotelcosmopolita.com.com,,,
booking@navonapalace.com,,,
gran.melia.rome@melia.com,,,
info@leclarissehotel.com,,,
reservations@splendideroyal.com,,,
info@palazzomontemartini.com,,,
hotelimpero@blueglobehotels.com,,,Impero
augustalucilla@blueglobehotels.com,,,
booking@hotelpontesisto.it,,,
info@hoteldepetris.com,,,De Petris
michelangelo.rm@starhotels.it,,,Starhotel Michelangelo
sales@bettojahotels.it,,,
groups@bettojahotels.it,,,
info@hotelmondialrome.com,,,Mondial
reservation@raphaelhotel.it,,,Raphael Hotel
info@hotelsa.it,,,Hotel Sant Angelo
info@piazzadispagnasuites.com,,,
info@hotelgrifo.com,,,
info@residenzafarnese.it,,,Residenza in Farnese
info@albergoapollo.it,,,Apollo
info@residenzafrattina.it,,,
hotelisa@travel.it,,,Isa
info@bolivarhotel.eu,,,
info@hotelcondotti.com,,,Condotti
info@hqhtrevi.it,,,
info@viscontipalace.com,,,Visconti Palace
info@hotelteatropace.com,,,
info@hoteldorica.com,,,Dorica
info@hotelnazionale.it,,,
info@dolcevitaresidence.com,,,
reception@hotelseleneroma.it,,,Selene Roma
info@hoteldelcorsoroma.com,,,Del Corso
flowergarden@blueglobehotels.com,,,
eliseo@leonardihotels.com,,,
info@suiterome.it,,,
info@riverpalacehotel.it,,,River Palace
info@smeraldoroma.com,,,
info@hotellocarno.com,,,Locarno
info@ludovisipalacehotel.com,,,Ludovisi Palace
booking@excelnavona.it,,,
info@independenthotel.it,,,
nazioni@remarhotels.com,,,Delle Nazioni
info@albergocesari.it,,,Cesàri
info@danielshotel.it,,,Daniel's
info@hotelarenula.com,,,
info@hotelcapodafrica.com,,,Capo d'Africa
info@hotelitaliaroma.it,,,
info@mecenatepalace.com,,,Mecenate Palace
info@baldassinibeb.it,,,
info@domusromana.com,,,
info@relaisfontanaditrevi.com,,,
info@residenzapaolovi.com,,,
mail@hotelvirgilio.it,,,Virgilio
info@hotelanahi.com,,,
reservations@grandhoteldelaminerve.com,,,
aenea_rome@yahoo.com,,,
info@stayin-rome.com,,,
info@hotelranieri.com,,,Ranieri
info@hotel-esposizione.com,,,
info@townhousespagna.com,,,
info@suitesistina.com,,,
info@hotelalpi.com,,,Alpi
info@relaisorso.com,,,
info@villaferrata.it,,,
booking@excelhotels.it,,,
info@pantheoninn.com,,,
info@hotelselene.com,,,Selene
info@hotelserenaroma.it,,,
info@bergluxuryhotel.com,,,
info@hotel-embassy.com,,,Embassy
info@hisuiterome.com,,,
info@navonagardensuites.com,,,
info@hotelraffaello.it,,,Raffaello
information.ripetta@royaldemeure.com,,,
welcome@residenzaromana.it,,,
info@palazzocesi.it,,,
info@forusinn.com,,,relais forus inn
info@residenzakirome.com,,,
info@solealbiscione.it,,,
info@argentinaresidenza.com,,,
info@hotelforte.com,,,Forte
info@mood44.com,,,
alimandivaticano@aol.com,,,
info@navonaluxuryapartments.com,,,
aldro@iol.it,,,
info@littlequeen.it,,,
info@hotelmedici.com,,,Medici
h.touring@tiscali.it,,,
info@hotelirico.com,,,Lirico
info@hoteligearoma.it,,,
info@relaisbramante.com,,,
baylonsuites@gmail.com,,,
info@albergosantachiara.com,,,Santa Chiara
info@hoteloceania.it,,,
info@spagnaroyalsuite.com,,,
booking@venetiapalacehotel.com,,,
info@hotelfabiomassimo.com,,,
info@dharmahotel.it,,,"Hotel Dharma, Roma"
colonnapalace@itihotels.it,,,
info@fellinibnb.com,,,
info@yeshotelrome.com,,,
info@hotelpiemonte.com,,,
mail@leonardihotels.com,,,
memphis@remarhotels.com,,,Memphis
info@hotelboutiquenazionale.com,,,
info@cencibedandbreakfast.it,,,
info@pantheondimoradeglidei.com,,,
hotelhollywoodstella@libero.it,,,
info@2floor.it,,,
info@hotelalexandraroma.com,,,Hotel Alexandra
info@vaticanrooms.com,,,
info@donnalaurapalace.it,,,Donna Laura Palace
info@romeriverinn.com,,,
info@iqhotelroma.it,,,
info@hotelorazia.it,,,Orazia
info@villatango.com,,,
donatocosimo11@hotmail.it,,,
info@residencecandia.com,,,
colosseo@hqhotels.it,,,
info@trastevererelais.com,,,
info@hotelmanfredi.it,,,Manfredi
info@hotelpiazzadispagna.it,,,Piazza di Spagna
roberto.cioce@napoleon.it,,,
info@hotelmetropolisrome.com,,,
info@hotelcolumbus.net,,,Columbus
info@58viacavour.it,,,
info@theoperahotel.it,,,
info@hotelargentinaroma.com,,,Argentina
info@estercampodefiori.com,,,
info@vaticanview.com,,,
info@hotelgiorgina.it,,,
info@hotelgiuliocesare.com,,,Giulio Cesare
reserve@hotelamalia.com,,,
hotel939@hotmail.it,,,
info@hotellarovere.com,,,La Rovere
sonninosuite@yahoo.it,,,
dolomiti@hotel-dolomiti.it,,,Dolomiti
info@hotelsweethome.it,,,
info@relaisrome.com,,,
deluxeroomsroma@gmail.com,,,
info@hoteldesartistes.com,,,Des Artistes
info@hotelmimosa.net,,,
info@bbsuburbisroma.it,,,
info@sleepwithrome.com,,,
info@residenzaludovisi.com,,,
info@hotellabelle.it,,,
info@eurohouseinn.it,,,Euro House Inn Airport
info@hotelcortorillo.it,,,
info@hotelgravinasanpietro.com,,,
info@villadellerose.it,,,
info@hotelcorallo-roma.com,,,Hotel Corallo
hotel.teatrodipompeo@tiscali.it,,,
info@hoteldellevittorie.com,,,Delle Vittorie
info@grandhotelgianicolo.it,,,Grand Hotel del Gianicolo
info@hoteldomustiberina.it,,,
info@hotelercoli.com,,,
info@hotelvillamangili.it,,,Villa Mangili
info@hotelascotroma.com,,,
info@puntarossa.it,,,
prenotazioni@hotelcapocirceo.com,,,Capo Circeo
info@ilsanfrancescohotel.it,,,Il San Francesco Charming Hotel
hotel@ledune.com,,,Le Dune
info@albergo-mediterraneo.it,,,Mediterraneo
info@hoteltiberfiumicino.it,,,
info@seccyhotel.it,,,
info@amelindoresidence.com,,,
info@hotelclubisolasacra.it,,,Hotel Club Isola Sacra
info@eurohouse.it,,,Euro House Rome Airport
info@eurohousehotels.com,,,
info@alletamerici.it,,,
info@hotelantonella.com,,,Hotel Antonella
info@ghotel.it,,,G Hotel
info@florenzaresidence.it,,,
info@virgiliograndhotel.it,,,Virgilio Grand Hotel
info@grottaditiberio.it,,,
info@laplayahotel.it,,,
gh.palace@libero.it,,,Grand Hotel Palace
hotelposeidon@libero.it,,,Poseidon
info@condottiinn.com,,,
info@domushotel.com,,,
st.peter6.booking@gmail.com,,,
info@bbfontanaditrevi.com,,,
info@mellini39.com,,,
info@hosianum.com,,,
info@domusborgognona.com,,,
info@relaislamaison.com,,,
info@rome-cheap-accommmodation.com,,,
info@dirim.it,,,
info@okapirooms.it,,,
info@charmsuite.com,,,
info@romanticaonline.it,,,
info@tritonetophouse.com,,,
bbromaservice.info@gmail.com,,,
info@hotellaurentia.com,,,Laurentia
info@relaistrevi41.com,,,
info@amor-bb.com,,,
info@deseohome.com,,,
info@hotelrediroma.com,,,Hotel Re di Roma
info@lalocandadelmanzoni.it,,,
info@aureliaresidence.it,,,
direzione@residencehotelparioli.com,,,
relaisromacentro@gmail.com,,,
info@ancientromance.it,,,
info@matissebb.com,,,
info@beldeshotel.com,,,
info@imperiasuite.com,,,
santanna@travel.it,,,Sant'Anna
casasufir@gmail.com,,,
info@residencecolombo112.it,,,
hotelcolors@gmail.com,,,
info@nardizzihotel.com,,,
merulanasuite@gmail.com,,,
info@bestsuitesroma.it,,,
info@houseloftrome.com,,,
info@ninaguesthouse.it,,,
infogaribaldisuites@gmail.com,,,
globus.rm@bestwestern.it,,,
bbgiardinosegreto@gmail.com,,,
info@cardinalhotelrome.com,,,Cardinal Hotel Saint Peter
info@stjterrace.it,,,
info@stayinnrome.com,,,
info@fenixhotel.it,,,Fenix
info@casalipapareschi.it,,,
tiffanyromasuite@gmail.com,,,
info@ottavianoguesthouse.com,,,
info@hotelnizzaroma.com,,,Nizza
info@vaticantown.com,,,
roma.dreamstation@gmail.com,,,
info@laquerciadimamre.com,,,
info@residenzabourbonroma.it,,,
info@albergodelsenato.it,,,Del Senato
info@hotelouisiana.it,,,
domusrome.a@gmail.com,,,
info@domusflaviae.com,,,
info@maisonrediroma.it,,,
info@dejavuroom.it,,,
prenotazioni@hoteldomusaugusta.it,,,
marketing@aldrovandi.com,,,
info@lagensola.com,,,
info@aureliavaticanapartments.com,,,
info@romehotelpinewood.com,,,Pinewood Hotel Rome
info@aurelia429.it,,,
info@urbana33.com,,,
info@ecohotelroma.com,,,
viaveio52@yahoo.it,,,
starhotels@starhotels.it,,,
info.bristolpalace@duetorrihotels.com,,,Hotel Santa Barbara Milano
info@modernoverdi.it,,,Moderno Verdi
porto@marinaportoantico.it,,,
info@palazzocicala.it,,,
marketing@excelsiorpalace.it,,,
info@marinaplace.it,,,
direzione@hotelnuovonord.com,,,
info@hotelcontinentalgenova.it,,,
info@hotelmiramare.biz,,,
info@hotelbrignole.it,,,
reservations.melia.genova@melia.com,,,
info@miramaresestrilevante.com,,,Miramare
booking@seaarthotel.it,,,
info@italiaelido.com,,,Italia e Lido
info@hotelvesuvio.it,,,Vesuvio
info@duemarihotel.it,,,Due Mari
info@ghalassio.com,,,
info@baiablualassio.it,,,
grandealbergo77@libero.it,,,
info@lidopalacehotel.com,,,
info@paraggi.eighthotels.it,,,
info@hoteldesanglais.com,,,
info@hotel-rossini.it,,,Hotel Rossini al Teatro
reservations@royalhotelsanremo.com,,,Royal Hotel
reservation@hoteldeparissanremo.it,,,
info@dianamajestic.com,,,
info@grandhoteldelmare.it,,,Grand Hotel del Mare
info@hoteltorinodiano.it,,,
info@leroccedelcapohotel.it,,,Le Rocce del Capo
info@villadellapergola.com,,,
info@hotelalexandersanremo.com,,,
info@hoteleuropaeconcordia.it,,,Europa e Concordia
info@lollihotel.it,,,Lolli Palace
info@hotelmetropol.com,,,
info@hotel5terre.com,,,Cinque Terre
info@hotelglobosanremo.it,,,
info@alassioholiday.it,,,
info@hotelprincipe-sanremo.com,,,
info@hotelgolfoepalme.it,,,Golfo e Palme
info@mediterraneehotel.it,,,
paradisohotel@paradisosrl.191.it,,,
helvetia@hotelhelvetia.it,,,Helvetia
info@hermitagehotel.ge.it,,,Hermitage
info@marehotel.it,,,Mare Hotel
mail@hotelcolombo.it,,,
cenobio@cenobio.it,,,
info@hoteliris.it,,,Iris
info@sanpietropalace.it,,,
info@pinetahotel.net,,,
info@hotelicolli.com,,,
info@touringhotel.it,,,Touring
info@hotellegrotte.it,,,Le Grotte
info@villaquiete.it,,,
info@hoteleuropa-ancona.it,,,Europa
cruiser@cruiser.it,,,Cruiser Congress Hotel
info@hotelbristolpesaro.191.it,,,
alexander@viphotels.it,,,
savoy@viphotels.it,,,Hotel Savoy
info@life-hotel.it,,,Life Hotel
hotel.sangabriele@libero.it,,,San Gabriele
info@excelsiorpesaro.it,,,
info@cristoforo-colombo.com,,,Cristoforo Colombo
info@hotelmastai.it,,,
info@klasshotel.it,,,
info@ghotelancona.it,,,
info@hoteluniversal.it,,,Universal
info@hotelmamiani.it,,,Mamiani
info@hoteldelavillefano.com,,,Hotel de la Ville
info@hconchiglia.com,,,
info@albergoraffaello.com,,,Raffaello
info@palazzoguiderocchi.com,,,Palazzo Guiderocchi
info@hotelhorizon.it,,,
info@hotelduchidellarovere.it,,,Duchi della Rovere
info@centotorri.com,,,Hotel Residenza 100 Torri
info@hotel-internazionale.com,,,Internazionale
info@sirihotelfano.it,,,
info@internationalhotel.it,,,International
info@hotelimperial.it,,,Hotel Imperial
info@hotelsorrisonumana.it,,,Sorriso
hotelsolarium@hotelsolarium.com,,,Solarium
info@castellomontegiove.it,,,
info@villacattani.it,,,Villa Cattani Stuart
royal@royalre.it,,,
info@hotelmonteconero.it,,,Monteconero Badia San Pietro
info@hotelgioli.it,,,
info@hotelbahia.it,,,Bahia
info@cavallucciomarino.it,,,
info@hotelposillipo.com,,,
info@bramhotel.it,,,
info@grandhotelparadiso.it,,,
direttore@latonnara.it,,,
info@villinoeleonora.com,,,
info@bbvillaitalia.it,,,
direzione@hicosenza.it,,,
info@residenzailduomo.it,,,
info@villaggioilgabbiano.com,,,
info@hotelipomeaclub.com,,,Ipomea
info@hsf.it,,,
info@clubhotelkennedy.it,,,
info@aguni.it,,,
info@ubais.it,,,
info@mediterraneohotel.net,,,Mediterraneo
info@hotelcontinentalrc.it,,,Continental
infobestseason@gmail.com,,,
info@marinellahotel.com,,,
info@hotellido.rc.it,,,
info@hotelsavant.it,,,
info@adlerhotel.eu,,,
info@sanssoucirimini.it,,,
info@agriturismomerlino.it,,,
info@albergo-italia-urbino.it,,,Italia
info@parcodeiprincipihotel.com,,,
manager.genovasanbiagio@ideahotel.it,,,
manager.firenzescandicci@ideahotel.it,,,
info@mihotel.it,,,
rosa.mi@starhotels.it,,,Starhotel Rosa
info@mediolanumhotel.com,,,Mediolanum
info@hotelmilanoscala.it,,,
info@hoteladam.com,,,Adam
info@crowneplazamilan.com,,,
info@hotel-venezia.com,,,
info@hotelmira.it,,,
booking@atahotels.it,,,Atahotels spa
info@residencesacchi.it,,,
info@albergosancarlo.it,,,
info@diplomatic.it,,,
info@hotelaaron.com,,,
info@bbsienaincentro.com,,,
info@hotelmozartmilan.com,,,
info@galles.it,,,
info@grandviscontipalace.com,,,Grand Visconti Palace Hotel
info@hotelmanin.it,,,Hotel Manin
info@hotelcristoforocolombo.com,,,Hotel Cristoforo Colombo
stgeorge.mi@bestwestern.it,,,
info@hotelmercurio.net,,,
info@hoteldelizia.com,,,
info@hoteladelchi.it,,,
michelangelo@milanhotel.it,,,Michelangelo
info@hotelstazione.com,,,
bernina@hotelbernina.com,,,Bernina
info@hotelterminalmilano.com,,,Terminal
info@hotelberna.com,,,Berna
info@hotelparadisomilan.com,,,
info@hotelcharly.com,,,
info@duomomilano.it,,,
galileo@milanhotel.it,,,Galileo
reservationsdlv@sinahotels.com,,,
info@hoteldeicavalieri.com,,,
info@hotelcarlyle.com,,,
hermitage@monrifhotels.com,,,
info@klimahotelmilanofiere.it,,,
info@hotelfenice.it,,,
info@hotelnuovometro.it,,,Nuovo Metrò
info@albergoilgirasole.it,,,
info@hotelatenamilano.com,,,Hotel Atena
info@hoteldover.com,,,
hotelpavone@tin.it,,,
info@hotelcinquegiornate.it,,,
hotel@hotelclubmilano.com,,,
airhotel@airhotel.it,,,Air Hotel - Milano Linate Airport
info@firsthotel.it,,,First Hotel
hotelcervo@malpensa.it,,,Cervo
info@hotelvillamalpensa.com,,,Villa Malpensa
info@crowneplazamalpensa.com,,,Crowne Plaza Milan Malpensa Airport
info@baglionihotels.com,,,
info@hotelpierremilano.it,,,Pierre Milano
infos@grandhoteletdemilan.it,,,Grand Hotel et de Milan
melia.milano@melia.com,,,
info@borgoanticohotelcomo.it,,,
info@hotelmarcos.it,,,Marco's
info@palacehotel.it,,,Palace
